[2026-02-27 04:20:21,985][__main__][INFO] - Loading Model: Qwen/Qwen3-1.7B
[2026-02-27 04:20:27,111][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-1.7B/resolve/main/generation_config.json "HTTP/1.1 307 Temporary Redirect"
[2026-02-27 04:20:27,119][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-1.7B/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e/generation_config.json "HTTP/1.1 200 OK"
[2026-02-27 04:20:27,121][__main__][INFO] - Loading and processing dataset...
[2026-02-27 04:20:27,322][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-02-27 04:20:27,330][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/coastral/korean-writing-style-instruct/9f31462314f07847534fd13f7406c330ab15d156/README.md "HTTP/1.1 200 OK"
[2026-02-27 04:20:27,540][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/9f31462314f07847534fd13f7406c330ab15d156/korean-writing-style-instruct.py "HTTP/1.1 404 Not Found"
[2026-02-27 04:20:31,166][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/coastral/korean-writing-style-instruct/coastral/korean-writing-style-instruct.py "HTTP/1.1 404 Not Found"
[2026-02-27 04:20:31,443][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/coastral/korean-writing-style-instruct/revision/9f31462314f07847534fd13f7406c330ab15d156 "HTTP/1.1 200 OK"
[2026-02-27 04:20:31,651][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/9f31462314f07847534fd13f7406c330ab15d156/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-02-27 04:20:31,916][httpx][INFO] - HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=coastral/korean-writing-style-instruct "HTTP/1.1 200 OK"
[2026-02-27 04:20:32,125][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/coastral/korean-writing-style-instruct/tree/9f31462314f07847534fd13f7406c330ab15d156/data?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-27 04:20:32,328][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/coastral/korean-writing-style-instruct/tree/9f31462314f07847534fd13f7406c330ab15d156?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-02-27 04:20:32,543][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/9f31462314f07847534fd13f7406c330ab15d156/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-02-27 04:20:32,543][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-02-27 04:20:32,553][__main__][INFO] - Validation split이 없어 Train 데이터를 9:1로 분할합니다.
[2026-02-27 04:20:52,782][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/Qwen/Qwen3-1.7B/resolve/main/generation_config.json "HTTP/1.1 307 Temporary Redirect"
[2026-02-27 04:20:52,790][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/Qwen/Qwen3-1.7B/70d244cc86ccca08cf5af4e1e306ecf908b1ad5e/generation_config.json "HTTP/1.1 200 OK"
[2026-02-27 04:20:52,790][__main__][INFO] - Loading and processing dataset...
[2026-02-27 04:21:21,591][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-02-27 04:21:21,599][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/coastral/korean-writing-style-instruct/9f31462314f07847534fd13f7406c330ab15d156/README.md "HTTP/1.1 200 OK"
[2026-02-27 04:21:21,799][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/9f31462314f07847534fd13f7406c330ab15d156/korean-writing-style-instruct.py "HTTP/1.1 404 Not Found"
[2026-02-27 04:21:21,799][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-02-27 04:21:22,427][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/coastral/korean-writing-style-instruct/coastral/korean-writing-style-instruct.py "HTTP/1.1 404 Not Found"
[2026-02-27 04:21:22,632][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/coastral/korean-writing-style-instruct/revision/9f31462314f07847534fd13f7406c330ab15d156 "HTTP/1.1 200 OK"
[2026-02-27 04:21:22,833][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/9f31462314f07847534fd13f7406c330ab15d156/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-02-27 04:21:23,084][httpx][INFO] - HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=coastral/korean-writing-style-instruct "HTTP/1.1 200 OK"
[2026-02-27 04:21:23,293][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/coastral/korean-writing-style-instruct/tree/9f31462314f07847534fd13f7406c330ab15d156/data?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-02-27 04:21:23,502][httpx][INFO] - HTTP Request: GET https://huggingface.co/api/datasets/coastral/korean-writing-style-instruct/tree/9f31462314f07847534fd13f7406c330ab15d156?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-02-27 04:21:23,708][httpx][INFO] - HTTP Request: HEAD https://huggingface.co/datasets/coastral/korean-writing-style-instruct/resolve/9f31462314f07847534fd13f7406c330ab15d156/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-02-27 04:21:23,718][__main__][INFO] - Validation split이 없어 Train 데이터를 9:1로 분할합니다.
[2026-02-27 04:21:31,066][__main__][INFO] - 학습 시작
[2026-02-27 04:21:31,078][__main__][INFO] - 학습 시작
[2026-02-27 04:21:32,499][__main__][INFO] - Epoch 0 | Step 0 | Loss: 2.4688 | LR: 0.000100
[2026-02-27 04:21:32,524][__main__][INFO] - Epoch 0 | Step 0 | Loss: 2.8125 | LR: 0.000100
[2026-02-27 04:21:38,718][__main__][INFO] - Epoch 0 | Step 10 | Loss: 2.4062 | LR: 0.000100
[2026-02-27 04:21:38,719][__main__][INFO] - Epoch 0 | Step 10 | Loss: 2.2812 | LR: 0.000100
[2026-02-27 04:21:45,169][__main__][INFO] - Epoch 0 | Step 20 | Loss: 2.6406 | LR: 0.000100
[2026-02-27 04:21:45,170][__main__][INFO] - Epoch 0 | Step 20 | Loss: 2.2500 | LR: 0.000100
[2026-02-27 04:21:51,492][__main__][INFO] - Epoch 0 | Step 30 | Loss: 2.0781 | LR: 0.000100
[2026-02-27 04:21:51,492][__main__][INFO] - Epoch 0 | Step 30 | Loss: 2.4688 | LR: 0.000100
[2026-02-27 04:21:57,865][__main__][INFO] - Epoch 0 | Step 40 | Loss: 2.1875 | LR: 0.000100
[2026-02-27 04:21:57,866][__main__][INFO] - Epoch 0 | Step 40 | Loss: 2.2188 | LR: 0.000100
[2026-02-27 04:22:04,296][__main__][INFO] - Epoch 0 | Step 50 | Loss: 2.3594 | LR: 0.000099
[2026-02-27 04:22:04,297][__main__][INFO] - Epoch 0 | Step 50 | Loss: 2.3125 | LR: 0.000099
[2026-02-27 04:22:10,625][__main__][INFO] - Epoch 0 | Step 60 | Loss: 2.1250 | LR: 0.000099
[2026-02-27 04:22:10,625][__main__][INFO] - Epoch 0 | Step 60 | Loss: 2.2188 | LR: 0.000099
[2026-02-27 04:22:16,977][__main__][INFO] - Epoch 0 | Step 70 | Loss: 2.3281 | LR: 0.000099
[2026-02-27 04:22:16,978][__main__][INFO] - Epoch 0 | Step 70 | Loss: 2.2969 | LR: 0.000099
[2026-02-27 04:22:23,311][__main__][INFO] - Epoch 0 | Step 80 | Loss: 2.2031 | LR: 0.000099
[2026-02-27 04:22:23,312][__main__][INFO] - Epoch 0 | Step 80 | Loss: 2.3125 | LR: 0.000099
[2026-02-27 04:22:29,756][__main__][INFO] - Epoch 0 | Step 90 | Loss: 1.9375 | LR: 0.000099
[2026-02-27 04:22:29,757][__main__][INFO] - Epoch 0 | Step 90 | Loss: 2.1406 | LR: 0.000099
[2026-02-27 04:22:36,130][__main__][INFO] - Epoch 0 | Step 100 | Loss: 2.1406 | LR: 0.000099
[2026-02-27 04:22:36,131][__main__][INFO] - Epoch 0 | Step 100 | Loss: 2.6406 | LR: 0.000099
[2026-02-27 04:22:42,499][__main__][INFO] - Epoch 0 | Step 110 | Loss: 2.1875 | LR: 0.000099
[2026-02-27 04:22:42,499][__main__][INFO] - Epoch 0 | Step 110 | Loss: 2.4531 | LR: 0.000099
[2026-02-27 04:22:49,009][__main__][INFO] - Epoch 0 | Step 120 | Loss: 2.3750 | LR: 0.000099
[2026-02-27 04:22:49,010][__main__][INFO] - Epoch 0 | Step 120 | Loss: 1.9609 | LR: 0.000099
[2026-02-27 04:22:55,275][__main__][INFO] - Epoch 0 | Step 130 | Loss: 1.9922 | LR: 0.000099
[2026-02-27 04:22:55,276][__main__][INFO] - Epoch 0 | Step 130 | Loss: 1.9062 | LR: 0.000099
[2026-02-27 04:23:01,742][__main__][INFO] - Epoch 0 | Step 140 | Loss: 2.2812 | LR: 0.000099
[2026-02-27 04:23:01,743][__main__][INFO] - Epoch 0 | Step 140 | Loss: 2.3281 | LR: 0.000099
[2026-02-27 04:23:08,172][__main__][INFO] - Epoch 0 | Step 150 | Loss: 2.0781 | LR: 0.000098
[2026-02-27 04:23:08,173][__main__][INFO] - Epoch 0 | Step 150 | Loss: 2.0156 | LR: 0.000098
[2026-02-27 04:23:14,458][__main__][INFO] - Epoch 0 | Step 160 | Loss: 2.2188 | LR: 0.000098
[2026-02-27 04:23:14,459][__main__][INFO] - Epoch 0 | Step 160 | Loss: 2.1094 | LR: 0.000098
[2026-02-27 04:23:20,886][__main__][INFO] - Epoch 0 | Step 170 | Loss: 2.0469 | LR: 0.000098
[2026-02-27 04:23:20,887][__main__][INFO] - Epoch 0 | Step 170 | Loss: 1.9453 | LR: 0.000098
[2026-02-27 04:23:27,183][__main__][INFO] - Epoch 0 | Step 180 | Loss: 1.9141 | LR: 0.000098
[2026-02-27 04:23:27,183][__main__][INFO] - Epoch 0 | Step 180 | Loss: 2.0625 | LR: 0.000098
[2026-02-27 04:23:33,664][__main__][INFO] - Epoch 0 | Step 190 | Loss: 2.0312 | LR: 0.000098
[2026-02-27 04:23:33,664][__main__][INFO] - Epoch 0 | Step 190 | Loss: 1.9219 | LR: 0.000098
[2026-02-27 04:23:40,128][__main__][INFO] - Epoch 0 | Step 200 | Loss: 1.9844 | LR: 0.000098
[2026-02-27 04:23:40,128][__main__][INFO] - Epoch 0 | Step 200 | Loss: 1.8984 | LR: 0.000098
[2026-02-27 04:23:46,434][__main__][INFO] - Epoch 0 | Step 210 | Loss: 1.8281 | LR: 0.000098
[2026-02-27 04:23:46,434][__main__][INFO] - Epoch 0 | Step 210 | Loss: 2.2031 | LR: 0.000098
[2026-02-27 04:23:52,986][__main__][INFO] - Epoch 0 | Step 220 | Loss: 2.1250 | LR: 0.000098
[2026-02-27 04:23:52,986][__main__][INFO] - Epoch 0 | Step 220 | Loss: 1.9844 | LR: 0.000098
[2026-02-27 04:23:59,417][__main__][INFO] - Epoch 0 | Step 230 | Loss: 1.8281 | LR: 0.000098
[2026-02-27 04:23:59,418][__main__][INFO] - Epoch 0 | Step 230 | Loss: 1.9141 | LR: 0.000098
[2026-02-27 04:24:05,848][__main__][INFO] - Epoch 0 | Step 240 | Loss: 2.2031 | LR: 0.000098
[2026-02-27 04:24:05,848][__main__][INFO] - Epoch 0 | Step 240 | Loss: 1.9141 | LR: 0.000098
[2026-02-27 04:24:12,325][__main__][INFO] - Epoch 0 | Step 250 | Loss: 1.9062 | LR: 0.000097
[2026-02-27 04:24:12,325][__main__][INFO] - Epoch 0 | Step 250 | Loss: 1.8984 | LR: 0.000097
[2026-02-27 04:24:18,714][__main__][INFO] - Epoch 0 | Step 260 | Loss: 1.9297 | LR: 0.000097
[2026-02-27 04:24:18,714][__main__][INFO] - Epoch 0 | Step 260 | Loss: 1.8359 | LR: 0.000097
[2026-02-27 04:24:25,162][__main__][INFO] - Epoch 0 | Step 270 | Loss: 1.9688 | LR: 0.000097
[2026-02-27 04:24:25,163][__main__][INFO] - Epoch 0 | Step 270 | Loss: 1.9219 | LR: 0.000097
[2026-02-27 04:24:31,582][__main__][INFO] - Epoch 0 | Step 280 | Loss: 2.1562 | LR: 0.000097
[2026-02-27 04:24:31,582][__main__][INFO] - Epoch 0 | Step 280 | Loss: 2.3750 | LR: 0.000097
[2026-02-27 04:24:38,100][__main__][INFO] - Epoch 0 | Step 290 | Loss: 2.0625 | LR: 0.000097
[2026-02-27 04:24:38,100][__main__][INFO] - Epoch 0 | Step 290 | Loss: 1.8516 | LR: 0.000097
[2026-02-27 04:24:44,493][__main__][INFO] - Epoch 0 | Step 300 | Loss: 1.6562 | LR: 0.000097
[2026-02-27 04:24:44,494][__main__][INFO] - Epoch 0 | Step 300 | Loss: 2.1250 | LR: 0.000097
[2026-02-27 04:24:50,916][__main__][INFO] - Epoch 0 | Step 310 | Loss: 2.0938 | LR: 0.000097
[2026-02-27 04:24:50,916][__main__][INFO] - Epoch 0 | Step 310 | Loss: 2.0156 | LR: 0.000097
[2026-02-27 04:24:57,391][__main__][INFO] - Epoch 0 | Step 320 | Loss: 1.9062 | LR: 0.000097
[2026-02-27 04:24:57,392][__main__][INFO] - Epoch 0 | Step 320 | Loss: 1.9766 | LR: 0.000097
[2026-02-27 04:25:03,829][__main__][INFO] - Epoch 0 | Step 330 | Loss: 2.1719 | LR: 0.000097
[2026-02-27 04:25:03,829][__main__][INFO] - Epoch 0 | Step 330 | Loss: 2.0312 | LR: 0.000097
[2026-02-27 04:25:10,386][__main__][INFO] - Epoch 0 | Step 340 | Loss: 1.7734 | LR: 0.000097
[2026-02-27 04:25:10,386][__main__][INFO] - Epoch 0 | Step 340 | Loss: 1.9922 | LR: 0.000097
[2026-02-27 04:25:16,780][__main__][INFO] - Epoch 0 | Step 350 | Loss: 1.8906 | LR: 0.000096
[2026-02-27 04:25:16,780][__main__][INFO] - Epoch 0 | Step 350 | Loss: 1.8438 | LR: 0.000096
[2026-02-27 04:25:23,200][__main__][INFO] - Epoch 0 | Step 360 | Loss: 2.0156 | LR: 0.000096
[2026-02-27 04:25:23,201][__main__][INFO] - Epoch 0 | Step 360 | Loss: 1.8438 | LR: 0.000096
[2026-02-27 04:25:29,790][__main__][INFO] - Epoch 0 | Step 370 | Loss: 1.9844 | LR: 0.000096
[2026-02-27 04:25:29,791][__main__][INFO] - Epoch 0 | Step 370 | Loss: 1.7500 | LR: 0.000096
[2026-02-27 04:25:36,116][__main__][INFO] - Epoch 0 | Step 380 | Loss: 2.0312 | LR: 0.000096
[2026-02-27 04:25:36,117][__main__][INFO] - Epoch 0 | Step 380 | Loss: 1.8125 | LR: 0.000096
[2026-02-27 04:25:42,676][__main__][INFO] - Epoch 0 | Step 390 | Loss: 2.0000 | LR: 0.000096
[2026-02-27 04:25:42,677][__main__][INFO] - Epoch 0 | Step 390 | Loss: 1.9062 | LR: 0.000096
[2026-02-27 04:25:49,157][__main__][INFO] - Epoch 0 | Step 400 | Loss: 1.5391 | LR: 0.000096
[2026-02-27 04:25:49,160][__main__][INFO] - Epoch 0 | Step 400 | Loss: 1.6016 | LR: 0.000096
[2026-02-27 04:25:55,584][__main__][INFO] - Epoch 0 | Step 410 | Loss: 2.0312 | LR: 0.000096
[2026-02-27 04:25:55,585][__main__][INFO] - Epoch 0 | Step 410 | Loss: 1.6406 | LR: 0.000096
[2026-02-27 04:26:02,035][__main__][INFO] - Epoch 0 | Step 420 | Loss: 1.8594 | LR: 0.000096
[2026-02-27 04:26:02,036][__main__][INFO] - Epoch 0 | Step 420 | Loss: 1.9141 | LR: 0.000096
[2026-02-27 04:26:08,376][__main__][INFO] - Epoch 0 | Step 430 | Loss: 1.7500 | LR: 0.000096
[2026-02-27 04:26:08,377][__main__][INFO] - Epoch 0 | Step 430 | Loss: 1.8906 | LR: 0.000096
[2026-02-27 04:26:14,949][__main__][INFO] - Epoch 0 | Step 440 | Loss: 1.6719 | LR: 0.000095
[2026-02-27 04:26:14,949][__main__][INFO] - Epoch 0 | Step 440 | Loss: 1.5703 | LR: 0.000095
[2026-02-27 04:26:21,374][__main__][INFO] - Epoch 0 | Step 450 | Loss: 1.8672 | LR: 0.000095
[2026-02-27 04:26:21,375][__main__][INFO] - Epoch 0 | Step 450 | Loss: 2.0625 | LR: 0.000095
[2026-02-27 04:26:27,831][__main__][INFO] - Epoch 0 | Step 460 | Loss: 1.6719 | LR: 0.000095
[2026-02-27 04:26:27,831][__main__][INFO] - Epoch 0 | Step 460 | Loss: 2.0625 | LR: 0.000095
[2026-02-27 04:26:34,379][__main__][INFO] - Epoch 0 | Step 470 | Loss: 2.0000 | LR: 0.000095
[2026-02-27 04:26:34,380][__main__][INFO] - Epoch 0 | Step 470 | Loss: 1.8359 | LR: 0.000095
[2026-02-27 04:26:40,710][__main__][INFO] - Epoch 0 | Step 480 | Loss: 1.7266 | LR: 0.000095
[2026-02-27 04:26:40,711][__main__][INFO] - Epoch 0 | Step 480 | Loss: 1.5859 | LR: 0.000095
[2026-02-27 04:26:47,264][__main__][INFO] - Epoch 0 | Step 490 | Loss: 2.0312 | LR: 0.000095
[2026-02-27 04:26:47,265][__main__][INFO] - Epoch 0 | Step 490 | Loss: 1.9922 | LR: 0.000095
[2026-02-27 04:26:53,718][__main__][INFO] - Epoch 0 | Step 500 | Loss: 1.9922 | LR: 0.000095
[2026-02-27 04:26:53,719][__main__][INFO] - Epoch 0 | Step 500 | Loss: 1.9531 | LR: 0.000095
[2026-02-27 04:27:00,162][__main__][INFO] - Epoch 0 | Step 510 | Loss: 2.0156 | LR: 0.000095
[2026-02-27 04:27:00,162][__main__][INFO] - Epoch 0 | Step 510 | Loss: 1.6875 | LR: 0.000095
[2026-02-27 04:27:06,583][__main__][INFO] - Epoch 0 | Step 520 | Loss: 1.7734 | LR: 0.000095
[2026-02-27 04:27:06,668][__main__][INFO] - Epoch 0 | Step 520 | Loss: 1.8828 | LR: 0.000095
[2026-02-27 04:27:13,087][__main__][INFO] - Epoch 0 | Step 530 | Loss: 1.7188 | LR: 0.000095
[2026-02-27 04:27:13,087][__main__][INFO] - Epoch 0 | Step 530 | Loss: 2.1719 | LR: 0.000095
[2026-02-27 04:27:19,606][__main__][INFO] - Epoch 0 | Step 540 | Loss: 2.0781 | LR: 0.000094
[2026-02-27 04:27:19,607][__main__][INFO] - Epoch 0 | Step 540 | Loss: 1.8203 | LR: 0.000094
[2026-02-27 04:27:26,048][__main__][INFO] - Epoch 0 | Step 550 | Loss: 1.8281 | LR: 0.000094
[2026-02-27 04:27:26,049][__main__][INFO] - Epoch 0 | Step 550 | Loss: 1.6328 | LR: 0.000094
[2026-02-27 04:27:32,531][__main__][INFO] - Epoch 0 | Step 560 | Loss: 2.1094 | LR: 0.000094
[2026-02-27 04:27:32,532][__main__][INFO] - Epoch 0 | Step 560 | Loss: 1.6250 | LR: 0.000094
[2026-02-27 04:27:38,983][__main__][INFO] - Epoch 0 | Step 570 | Loss: 1.6953 | LR: 0.000094
[2026-02-27 04:27:38,984][__main__][INFO] - Epoch 0 | Step 570 | Loss: 2.0469 | LR: 0.000094
[2026-02-27 04:27:45,561][__main__][INFO] - Epoch 0 | Step 580 | Loss: 1.5703 | LR: 0.000094
[2026-02-27 04:27:45,562][__main__][INFO] - Epoch 0 | Step 580 | Loss: 2.0625 | LR: 0.000094
[2026-02-27 04:27:52,028][__main__][INFO] - Epoch 0 | Step 590 | Loss: 1.3438 | LR: 0.000094
[2026-02-27 04:27:52,029][__main__][INFO] - Epoch 0 | Step 590 | Loss: 2.1719 | LR: 0.000094
[2026-02-27 04:27:58,467][__main__][INFO] - Epoch 0 | Step 600 | Loss: 1.8125 | LR: 0.000094
[2026-02-27 04:27:58,468][__main__][INFO] - Epoch 0 | Step 600 | Loss: 2.2031 | LR: 0.000094
[2026-02-27 04:28:05,018][__main__][INFO] - Epoch 0 | Step 610 | Loss: 2.0312 | LR: 0.000094
[2026-02-27 04:28:05,018][__main__][INFO] - Epoch 0 | Step 610 | Loss: 2.3906 | LR: 0.000094
[2026-02-27 04:28:11,361][__main__][INFO] - Epoch 0 | Step 620 | Loss: 1.8438 | LR: 0.000094
[2026-02-27 04:28:11,362][__main__][INFO] - Epoch 0 | Step 620 | Loss: 2.0781 | LR: 0.000094
[2026-02-27 04:28:17,950][__main__][INFO] - Epoch 0 | Step 630 | Loss: 1.6875 | LR: 0.000094
[2026-02-27 04:28:17,950][__main__][INFO] - Epoch 0 | Step 630 | Loss: 1.6797 | LR: 0.000094
[2026-02-27 04:28:24,299][__main__][INFO] - Epoch 0 | Step 640 | Loss: 2.0000 | LR: 0.000093
[2026-02-27 04:28:24,300][__main__][INFO] - Epoch 0 | Step 640 | Loss: 1.9141 | LR: 0.000093
[2026-02-27 04:28:30,907][__main__][INFO] - Epoch 0 | Step 650 | Loss: 1.6172 | LR: 0.000093
[2026-02-27 04:28:30,908][__main__][INFO] - Epoch 0 | Step 650 | Loss: 1.9609 | LR: 0.000093
[2026-02-27 04:28:37,361][__main__][INFO] - Epoch 0 | Step 660 | Loss: 1.0391 | LR: 0.000093
[2026-02-27 04:28:37,361][__main__][INFO] - Epoch 0 | Step 660 | Loss: 1.6328 | LR: 0.000093
[2026-02-27 04:28:43,699][__main__][INFO] - Epoch 0 | Step 670 | Loss: 2.0000 | LR: 0.000093
[2026-02-27 04:28:43,699][__main__][INFO] - Epoch 0 | Step 670 | Loss: 1.8438 | LR: 0.000093
[2026-02-27 04:28:50,280][__main__][INFO] - Epoch 0 | Step 680 | Loss: 1.5625 | LR: 0.000093
[2026-02-27 04:28:50,280][__main__][INFO] - Epoch 0 | Step 680 | Loss: 1.8359 | LR: 0.000093
[2026-02-27 04:28:56,745][__main__][INFO] - Epoch 0 | Step 690 | Loss: 1.7109 | LR: 0.000093
[2026-02-27 04:28:56,745][__main__][INFO] - Epoch 0 | Step 690 | Loss: 1.5391 | LR: 0.000093
[2026-02-27 04:29:03,212][__main__][INFO] - Epoch 0 | Step 700 | Loss: 1.7031 | LR: 0.000093
[2026-02-27 04:29:03,213][__main__][INFO] - Epoch 0 | Step 700 | Loss: 1.8828 | LR: 0.000093
[2026-02-27 04:29:09,823][__main__][INFO] - Epoch 0 | Step 710 | Loss: 2.1250 | LR: 0.000093
